Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition
17283,10-Dec-02,8/26/2002 0:00,BDL,Bradley International Airport,USAir,Property Damage,Checkpoint,Other,3604.47 ,Settled,1331.54 ,Settle
22387,10-Dec-02,11/17/2002 0:00,LAX,Los Angeles International Airport,USAir,Property Damage,Checkpoint,Other,75.00 ,Settled,50.00 ,Settle
22412,10-Dec-02,11/7/2002 0:00,PWM,Portland International Jetport,Northwest Airlines,Property Damage,Checkpoint,Jewelry - Fine,100.00 ,Settled,50.00 ,Settle
22424,10-Dec-02,12/3/2002 0:00,JAX,Jacksonville International,American Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,680.00 ,Settled,605.00 ,Settle
22426,10-Dec-02,11/29/2002 0:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checkpoint,Computer - Laptop,2068.00 ,Settled,754.63 ,Settle
19701,11-Dec-02,10/13/2002 0:00,PDX,Portland International,Delta Air Lines,Passenger Property Loss,Checkpoint,Other,39.98 ,Approved,40.00 ,Approve in Full
21552,11-Dec-02,11/25/2002 0:00,PDX,Portland International,Southwest Airlines,Property Damage,Checkpoint,Computer - Laptop,198.47 ,Approved,198.00 ,Approve in Full
23582,11-Dec-02,11/8/2002 0:00,CHA,Chattanooga Metropolitan,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,689.59 ,Approved,690.00 ,Approve in Full
0616784L,11-Dec-02,11/19/2002 0:00,JNU,Juneau International,Alaska Airlines,Personal Injury,Checkpoint,Cameras - Digital,1000000.00 ,Denied,0.00 ,Deny
2004070158217,11-Dec-02,9/25/2002 0:00,PHX,Phoenix Sky Harbor International,America West,Passenger Theft,Checkpoint,Jewelry - Fine,5800.00 ,Denied,0.00 ,Deny
2004070158221,11-Dec-02,9/30/2002 0:00,LAS,McCarran International,Southwest Airlines,Property Damage,Checkpoint,Computer - Laptop,2000.00 ,Denied,2000.00 ,Deny
21841,11-Dec-02,11/27/2002 0:00,MHT,Manchester Regional Airport,Southwest Airlines,Property Damage,Checkpoint,Jewelry - Fine,275.00 ,Settled,195.94 ,Settle
0616803L,12-Dec-02,11/27/2002 0:00,BDL,Bradley International Airport,USAir,Property Damage,Checkpoint,Luggage (all types including footlockers),95.00 ,Approved,95.00 ,Approve in Full
20415,12-Dec-02,9/27/2002 0:00,BUF,Buffalo Niagara International,American Airlines,Property Damage,Checkpoint,Other,11.00 ,Approved,11.00 ,Approve in Full
0717505M,12-Dec-02,11/26/2002 0:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checkpoint,Currency,771.81 ,Denied,0.00 ,Deny
23156,12-Dec-02,11/17/2002 0:00,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checked Baggage,Computer - Laptop,2600.00 ,Settled,1626.92 ,Settle
0616824L,13-Dec-02,11/16/2002 0:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,250.00 ,Approved,250.00 ,Approve in Full
0715523M,13-Dec-02,8/23/2002 0:00,PVD,TF Green Airport; Providence,USAir,Passenger Property Loss,Checkpoint,Luggage (all types including footlockers),250.00 ,Approved,250.00 ,Approve in Full
0717509M,13-Dec-02,8/22/2002 0:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checkpoint,Computer - Laptop,84.79 ,Approved,85.00 ,Approve in Full
0717511M,13-Dec-02,9/23/2002 0:00,PIT,Pittsburgh International Airport,USAir,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),515.45 ,Approved,515.00 ,Approve in Full
0717515M,13-Dec-02,7/27/2002 0:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),255.00 ,Approved,255.00 ,Approve in Full
1213000L,13-Dec-02,11/18/2002 0:00,RDU,Raleigh-Durham International,Northwest Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),70.00 ,Approved,70.00 ,Approve in Full
18922,13-Dec-02,9/22/2002 0:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),203.52 ,Approved,204.00 ,Approve in Full
19044,13-Dec-02,9/30/2002 0:00,FLL,Ft. Lauderdale-Hollywood International,American Airlines,Property Damage,Checkpoint,Computer - Laptop,726.73 ,Approved,727.00 ,Approve in Full
19416,13-Dec-02,9/26/2002 0:00,PVD,TF Green Airport; Providence,USAir,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,50.00 ,Approved,50.00 ,Approve in Full
19534,13-Dec-02,10/12/2002 0:00,BOS,Boston (Logan) International Airport,UAL,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,50.00 ,Approved,50.00 ,Approve in Full
19885,13-Dec-02,10/22/2002 0:00,CLT,Charlotte/Douglas International Airport,USAir,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,60.00 ,Approved,60.00 ,Approve in Full
20614,13-Dec-02,10/29/2002 0:00,RDU,Raleigh-Durham International,American Airlines,Property Damage,Checkpoint,Jewelry - Fine,40.00 ,Approved,40.00 ,Approve in Full
20772,13-Dec-02,11/2/2002 0:00,MCO,Orlando International Airport,UAL,Property Damage,Checkpoint,Luggage (all types including footlockers),45.00 ,Approved,45.00 ,Approve in Full
20888,13-Dec-02,11/11/2002 0:00,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checkpoint,Other,41.43 ,Approved,41.00 ,Approve in Full
20900,13-Dec-02,11/11/2002 0:00,PVD,TF Green Airport; Providence,USAir,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,72.00 ,Approved,72.00 ,Approve in Full
22686,13-Dec-02,8/18/2002 0:00,CLE,Cleveland Hopkins International,Continental Airlines,Property Damage,Checkpoint,Jewelry - Fine,50.00 ,Approved,50.00 ,Approve in Full
34687,13-Dec-02,8/26/2002 0:00,BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Property Damage,Checkpoint,Jewelry - Fine,21.40 ,Approved,21.00 ,Approve in Full
35057,13-Dec-02,9/22/2002 0:00,MCO,Orlando International Airport,UAL,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),22.21 ,Approved,22.00 ,Approve in Full
35162,13-Dec-02,10/1/2002 0:00,RDU,Raleigh-Durham International,USAir,Property Damage,Checkpoint,Computer - Laptop,32.96 ,Approved,33.00 ,Approve in Full
0715526M,13-Dec-02,8/14/2002 0:00,BOS,Boston (Logan) International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,1800.00 ,Denied,0.00 ,Deny
19290,13-Dec-02,9/28/2002 0:00,SAT,San Antonio International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1379.70 ,Denied,1379.70 ,Deny
2004070258241,13-Dec-02,10/15/2002 0:00,PBI,Palm Beach International,Delta Air Lines,Property Damage,Checkpoint,Other,585.00 ,Denied,0.00 ,Deny
2004111266874,13-Dec-02,8/8/2002 0:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checked Baggage,Other,535.00 ,Denied,0.00 ,Deny
21654,13-Dec-02,11/28/2002 0:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Personal Injury,Checkpoint,Jewelry - Fine,15553.30 ,Denied,0.00 ,Deny
22517,13-Dec-02,10/1/2002 0:00,SEA,Seattle-Tacoma International,American Airlines,Passenger Property Loss,Checkpoint,Other,70.00 ,Denied,0.00 ,Deny
0715531M,13-Dec-02,10/11/2002 0:00,LAS,McCarran International,America West,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,119.00 ,Settled,107.10 ,Settle
0717510M,13-Dec-02,10/6/2002 0:00,SLC,Salt Lake City International Airport,Delta Air Lines,Property Damage,Checkpoint,Cell Phones,199.96 ,Settled,146.83 ,Settle
17705,13-Dec-02,9/2/2002 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),174.49 ,Settled,113.42 ,Settle
19467,13-Dec-02,9/15/2002 0:00,RDU,Raleigh-Durham International,Southwest Airlines,Property Damage,Checkpoint,Other,120.00 ,Settled,70.00 ,Settle
0714530M,16-Dec-02,11/7/2002 0:00,PIT,Pittsburgh International Airport,USAir,Property Damage,Checkpoint,Computer - Laptop,711.55 ,Approved,712.00 ,Approve in Full
1216000L,16-Dec-02,11/29/2002 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checkpoint,Other,50.00 ,Approved,50.00 ,Approve in Full
20964,16-Dec-02,11/11/2002 0:00,LAS,McCarran International,Southwest Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),75.00 ,Approved,75.00 ,Approve in Full
20977,16-Dec-02,11/2/2002 0:00,BUR,Bob Hope,American Airlines,Passenger Property Loss,Checkpoint,Other,135.00 ,Approved,135.00 ,Approve in Full
21435,16-Dec-02,11/23/2002 0:00,MIA,Miami International Airport,American Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,195.90 ,Approved,196.00 ,Approve in Full
21604,16-Dec-02,11/16/2002 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,300.00 ,Approved,300.00 ,Approve in Full
21921,16-Dec-02,12/4/2002 0:00,SEA,Seattle-Tacoma International,UAL,Property Damage,Checkpoint,PDA - Personal Data Assistants,96.51 ,Approved,97.00 ,Approve in Full
22192,16-Dec-02,12/5/2002 0:00,SLC,Salt Lake City International Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Other,100.00 ,Approved,100.00 ,Approve in Full
36129,16-Dec-02,11/16/2002 0:00,SMF,Sacramento International Airport,Southwest Airlines,Passenger Property Loss,Other,Eyeglasses - (including contact lenses),27.06 ,Approved,27.00 ,Approve in Full
0620501M,16-Dec-02,11/30/2002 0:00,RNO,Reno/Tahoe International,Southwest Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital,383.03 ,Settled,324.05 ,Settle
121600BL,16-Dec-02,12/2/2002 0:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,80.00 ,Settled,59.50 ,Settle
21820,16-Dec-02,11/30/2002 0:00,STL,Lambert St. Louis International,Southwest Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),644.09 ,Settled,515.72 ,Settle
21871,16-Dec-02,12/1/2002 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checkpoint,Other,1933.14 ,Settled,962.15 ,Settle
22091,16-Dec-02,11/9/2002 0:00,JFK,John F. Kennedy International,America West,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,120.00 ,Settled,96.00 ,Settle
0616804L,17-Dec-02,11/26/2002 0:00,STL,Lambert St. Louis International,Southwest Airlines,Passenger Property Loss,Other,Luggage (all types including footlockers),60.00 ,Approved,60.00 ,Approve in Full
0715532M,17-Dec-02,12/1/2002 0:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,125.00 ,Approved,125.00 ,Approve in Full
1217011L,17-Dec-02,11/22/2002 0:00,BDL,Bradley International Airport,USAir,Property Damage,Checkpoint,Other,50.00 ,Approved,50.00 ,Approve in Full
21855,17-Dec-02,12/2/2002 0:00,FLL,Ft. Lauderdale-Hollywood International,USAir,Passenger Property Loss,Checkpoint,Currency,250.00 ,Approved,250.00 ,Approve in Full
22054,17-Dec-02,12/8/2002 0:00,LGA,LaGuardia,Spirit Airlines,Passenger Property Loss,Checkpoint,Currency,120.00 ,Approved,120.00 ,Approve in Full
23119,17-Dec-02,11/4/2002 0:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,312.84 ,Approved,313.00 ,Approve in Full
1217014L,17-Dec-02,12/4/2002 0:00,JFK,John F. Kennedy International,American Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),268.95 ,Settled,199.64 ,Settle
1218005L,18-Dec-02,12/5/2002 0:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Property Damage,Checkpoint,Cameras - Digital,117.00 ,Approved,117.00 ,Approve in Full
1218007L,18-Dec-02,12/6/2002 0:00,PHL,Philadelphia International Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Currency,100.00 ,Approved,100.00 ,Approve in Full
21495,18-Dec-02,11/23/2002 0:00,FLL,Ft. Lauderdale-Hollywood International,American Airlines,Passenger Property Loss,Checkpoint,Cell Phones,60.00 ,Approved,60.00 ,Approve in Full
21910,18-Dec-02,11/18/2002 0:00,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,451.58 ,Approved,452.00 ,Approve in Full
22043,18-Dec-02,12/3/2002 0:00,PHX,Phoenix Sky Harbor International,America West,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,15.00 ,Approved,15.00 ,Approve in Full
0616532L,18-Dec-02,10/12/2002 0:00,PHL,Philadelphia International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Computer - Laptop,100.00 ,Denied,0.00 ,Deny
0714559M,18-Dec-02,11/11/2002 0:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,820.00 ,Denied,0.00 ,Deny
0714560M,18-Dec-02,10/24/2002 0:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Property Loss,Checkpoint,Other,55.00 ,Denied,0.00 ,Deny
1218011L,18-Dec-02,11/6/2002 0:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checkpoint,Currency,5000.00 ,Denied,0.00 ,Deny
0714554M,19-Dec-02,9/24/2002 0:00,PHX,Phoenix Sky Harbor International,Northwest Airlines,Passenger Property Loss,Checkpoint,Currency,6000.00 ,Denied,0.00 ,Deny
0714552M,19-Dec-02,9/15/2002 0:00,ELP,El Paso International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Computer - Laptop,1049.00 ,Settled,183.74 ,Settle
0715515M,20-Dec-02,11/26/2002 0:00,SLC,Salt Lake City International Airport,Southwest Airlines,Property Damage,Checkpoint,Other,125.00 ,Approved,125.00 ,Approve in Full
23586,20-Dec-02,10/22/2002 0:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Other,500.00 ,Approved,500.00 ,Approve in Full
23835,20-Dec-02,9/28/2002 0:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Other,75.00 ,Approved,75.00 ,Approve in Full
0715527M,20-Dec-02,12/7/2002 0:00,LGA,LaGuardia,AirTran Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1488.00 ,Settled,1264.21 ,Settle
20197,23-Dec-02,10/13/2002 0:00,IAD,Washington Dulles International,USAir,Passenger Property Loss,Checkpoint,Jewelry - Fine,250.00 ,Approved,300.00 ,Approve in Full
21864,23-Dec-02,10/5/2002 0:00,TUS,Tucson International,Southwest Airlines,Property Damage,Checkpoint,Other,405.00 ,Approved,265.00 ,Approve in Full
24584,23-Dec-02,11/2/2002 0:00,TUS,Tucson International,Delta Air Lines,Passenger Property Loss,Checkpoint,Other,21.74 ,Approved,22.00 ,Approve in Full
0715530M,23-Dec-02,11/10/2002 0:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checkpoint,Currency,3000.00 ,Denied,0.00 ,Deny
22118,23-Dec-02,10/29/2002 0:00,BOS,Boston (Logan) International Airport,UAL,Property Damage,Checkpoint,Luggage (all types including footlockers),150.00 ,Denied,0.00 ,Deny
0715528M,23-Dec-02,10/7/2002 0:00,HNL,Honolulu International Airport,American Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),239.00 ,Settled,180.50 ,Settle
22075,24-Dec-02,11/27/2002 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Other,40.00 ,Approved,40.00 ,Approve in Full
22580,24-Dec-02,12/6/2002 0:00,PWM,Portland International Jetport,Delta Air Lines,Property Damage,Checkpoint,Luggage (all types including footlockers),65.00 ,Approved,60.00 ,Approve in Full
0715511M,26-Dec-02,12/14/2002 0:00,MEM,Memphis International Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Currency,225.00 ,Approved,225.00 ,Approve in Full
1226001L,26-Dec-02,11/14/2002 0:00,SEA,Seattle-Tacoma International,UAL,Property Damage,Checkpoint,Photographic Film,20.00 ,Approved,20.00 ,Approve in Full
1226012L,26-Dec-02,12/13/2002 0:00,LAS,McCarran International,Continental Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),135.00 ,Approved,135.00 ,Approve in Full
21885,26-Dec-02,11/25/2002 0:00,PHX,Phoenix Sky Harbor International,UAL,Property Damage,Checkpoint,Other,17.96 ,Denied,0.00 ,Deny
0703536M,27-Dec-02,11/1/2002 0:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,106.19 ,Approved,106.00 ,Approve in Full
20770,27-Dec-02,10/27/2002 0:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),409.00 ,Approved,409.00 ,Approve in Full
21859,27-Dec-02,12/3/2002 0:00,SAN,San Diego International,American Airlines,Passenger Property Loss,Checkpoint,Other,50.00 ,Approved,50.00 ,Approve in Full
22828,27-Dec-02,12/11/2002 0:00,AUS,Austin-Bergstrom International Airport,Southwest Airlines,Property Damage,Checkpoint,Cameras - Digital,225.00 ,Approved,225.00 ,Approve in Full
0617675L,27-Dec-02,12/7/2002 0:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,85.00 ,Settled,20.00 ,Settle
0616502L,30-Dec-02,11/20/2002 0:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,300.00 ,Approved,300.00 ,Approve in Full
0616515L,30-Dec-02,11/28/2002 0:00,LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Locks,48.00 ,Approved,48.00 ,Approve in Full
0617674L,30-Dec-02,10/7/2002 0:00,EWR,Newark International Airport,America West,Passenger Property Loss,Checkpoint,Cameras - Digital,357.00 ,Approved,357.00 ,Approve in Full
1230011L,30-Dec-02,10/16/2002 0:00,BOS,Boston (Logan) International Airport,UAL,Property Damage,Checkpoint,Jewelry - Fine,115.00 ,Approved,115.00 ,Approve in Full
21419,30-Dec-02,11/3/2002 0:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checkpoint,Computer - Laptop,689.59 ,Approved,690.00 ,Approve in Full
21658,30-Dec-02,11/21/2002 0:00,DAB,Daytona Beach International,Delta Air Lines,Property Damage,Checkpoint,Other,25.00 ,Approved,25.00 ,Approve in Full
21747,30-Dec-02,11/26/2002 0:00,LGA,LaGuardia,Spirit Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,150.00 ,Approved,150.00 ,Approve in Full
21831,30-Dec-02,12/2/2002 0:00,PIT,Pittsburgh International Airport,USAir,Passenger Property Loss,Checkpoint,Other,260.00 ,Approved,260.00 ,Approve in Full
22172,30-Dec-02,12/5/2002 0:00,LAX,Los Angeles International Airport,Air Canada,Property Damage,Checkpoint,Other,30.00 ,Approved,30.00 ,Approve in Full
22476,30-Dec-02,12/11/2002 0:00,PHX,Phoenix Sky Harbor International,UAL,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),152.25 ,Approved,152.00 ,Approve in Full
23630,30-Dec-02,12/6/2002 0:00,BOS,Boston (Logan) International Airport,Delta Air Lines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),25.00 ,Approved,25.00 ,Approve in Full
